aciertos_totales,vidas_perdidas,pistas_usadas,tiempo_total_segundos,max_racha_correctas,errores_traducir,errores_completar,errores_imagenes,nivel_asignado
2,1,3,266,0,0,1,0,Basico
6,5,2,154,1,3,1,1,Basico
6,8,2,165,4,4,4,0,Basico
6,4,4,113,4,1,2,1,Basico+
9,4,3,120,7,1,0,3,Basico+
7,6,2,171,1,3,0,3,Basico
0,8,6,311,0,6,2,0,Basico
7,9,10,107,3,4,3,2,Basico
6,6,5,157,5,3,1,2,Basico
6,2,3,197,5,0,1,1,Basico
3,4,1,501,1,1,2,1,Basico
5,6,2,331,1,1,5,0,Basico
4,2,3,256,3,0,1,1,Basico
3,1,0,314,2,0,0,1,Basico
0,8,5,441,0,2,4,2,Basico
5,6,2,292,3,2,3,1,Basico
0,6,7,408,0,3,3,0,Intermedio
4,8,7,436,4,5,1,2,Basico
7,10,6,141,3,5,4,1,Basico
2,2,4,392,1,0,2,0,Basico
6,2,3,250,5,1,1,0,Basico
6,4,3,145,2,3,0,1,Basico
4,9,5,262,2,3,6,0,Basico
5,7,5,241,2,2,3,2,Basico
5,6,4,282,1,3,3,0,Basico
4,9,3,272,2,6,2,1,Basico
5,2,2,165,2,1,0,1,Basico
6,2,3,179,1,0,1,1,Intermedio
5,7,1,128,4,3,2,2,Basico
9,3,2,82,6,2,1,0,Basico
3,0,3,309,2,0,0,0,Basico
7,9,5,118,6,4,3,2,Basico+
4,4,3,196,4,2,1,1,Basico
8,7,5,83,1,3,3,1,Basico+
8,7,5,144,2,4,1,2,Basico
0,2,3,488,0,1,1,0,Basico
4,8,8,334,1,2,5,1,Basico
3,9,6,300,1,4,4,1,Basico
3,3,2,343,2,2,1,0,Basico
10,2,3,20,4,1,1,0,Basico
0,6,8,347,0,4,0,2,Basico
6,6,4,210,3,5,1,0,Basico
9,2,4,93,7,2,0,0,Intermedio
5,4,4,292,4,1,1,2,Basico
3,0,0,323,0,0,0,0,Basico
7,2,2,178,6,0,2,0,Basico+
0,0,1,352,0,0,0,0,Basico
5,1,2,229,2,0,1,0,Basico
7,2,2,119,3,0,1,1,Basico+
7,9,5,131,7,6,2,1,Basico+
5,8,8,286,1,5,2,1,Basico
6,8,6,150,3,3,4,1,Basico
4,3,2,230,3,2,1,0,Basico
4,5,4,226,2,3,2,0,Intermedio
2,4,5,292,1,2,1,1,Basico
2,9,9,345,0,6,1,2,Basico
3,9,8,323,1,4,4,1,Basico
3,3,2,449,2,2,1,0,Basico
4,5,6,258,3,2,2,1,Basico
0,0,3,599,0,0,0,0,Basico
7,2,3,196,5,0,2,0,Basico+
2,3,0,271,0,1,1,1,Basico
5,7,3,325,4,6,0,1,Basico
2,7,4,382,1,1,3,3,Basico
7,2,3,169,6,1,1,0,Basico+
4,9,3,242,2,3,6,0,Basico
6,4,5,190,6,0,4,0,Basico+
6,1,2,145,1,0,1,0,Basico
6,5,7,199,1,5,0,0,Basico
6,4,6,209,4,3,1,0,Basico
10,7,4,50,3,2,3,2,Basico+
0,6,4,457,0,4,2,0,Basico
4,2,1,411,2,1,1,0,Basico
10,5,2,40,9,1,3,1,Intermedio
9,3,3,36,7,2,1,0,Intermedio
5,6,2,131,2,3,3,0,Basico
5,6,3,172,3,1,4,1,Basico
8,5,4,125,2,4,1,0,Basico+
3,7,7,392,2,2,4,1,Basico
0,9,9,470,0,6,2,1,Basico
0,9,8,405,0,2,5,2,Basico
4,9,9,271,1,6,3,0,Intermedio
9,8,6,137,4,3,4,1,Basico+
5,9,6,199,1,4,3,2,Basico+
7,5,5,201,5,2,3,0,Basico
1,4,4,270,0,2,2,0,Basico+
7,2,3,128,3,1,1,0,Basico+
10,3,1,58,6,1,1,1,Intermedio
3,9,5,263,0,5,1,3,Basico
3,5,3,326,2,3,2,0,Basico
4,7,6,269,2,4,3,0,Basico
3,7,2,266,2,4,2,1,Basico
6,0,1,209,3,0,0,0,Intermedio
0,4,5,402,0,3,1,0,Basico
2,7,7,218,0,2,4,1,Basico+
9,3,2,45,6,1,2,0,Intermedio
5,8,5,118,4,1,3,4,Basico
9,2,2,104,2,1,1,0,Basico+
4,2,1,297,1,0,0,2,Basico
2,10,10,424,1,3,3,4,Basico
5,9,10,211,2,7,1,1,Basico
5,6,4,328,4,3,3,0,Basico
7,2,1,126,4,1,0,1,Basico+
6,3,3,187,5,1,2,0,Basico+
3,8,8,348,1,1,4,3,Basico
5,0,1,289,1,0,0,0,Basico
2,5,3,525,1,4,1,0,Basico
8,1,2,101,4,0,1,0,Basico+
9,9,9,95,6,3,6,0,Basico+
6,7,5,186,4,4,2,1,Basico
6,8,2,190,2,4,3,1,Basico
1,8,8,284,0,5,3,0,Basico
8,5,6,97,3,2,2,1,Basico+
5,0,1,167,2,0,0,0,Basico
9,9,6,130,5,0,6,3,Basico+
4,0,3,359,1,0,0,0,Basico+
9,6,5,30,2,3,2,1,Basico+
2,5,5,329,1,4,1,0,Basico
6,4,2,204,5,1,2,1,Basico
6,9,10,348,0,6,2,1,Basico
4,0,0,265,3,0,0,0,Basico
8,6,3,144,6,3,2,1,Basico+
5,7,5,270,3,4,3,0,Basico
8,9,3,83,3,5,2,2,Intermedio
7,6,1,141,6,3,1,2,Basico+
4,9,5,266,3,5,4,0,Basico
6,5,3,177,5,1,3,1,Basico
1,5,4,405,0,0,3,2,Basico
6,3,3,165,5,1,2,0,Intermedio
6,6,4,248,2,2,3,1,Intermedio
6,4,4,207,4,2,2,0,Basico
10,6,4,44,1,6,0,0,Basico+
5,7,6,225,3,6,1,0,Basico
5,8,7,315,3,5,1,2,Basico
2,3,4,274,1,3,0,0,Basico
5,6,5,292,4,5,0,1,Basico
3,9,5,315,3,3,5,1,Basico
2,7,5,355,1,3,4,0,Basico
5,2,4,212,2,0,2,0,Basico
7,9,8,254,2,3,2,4,Basico
9,6,4,123,3,3,1,2,Basico+
4,9,4,194,4,1,5,3,Basico
7,7,6,302,6,3,3,1,Basico
8,8,5,180,7,6,1,1,Basico+
2,7,3,275,0,3,4,0,Basico
4,10,9,232,2,4,5,1,Basico
8,3,1,157,6,1,2,0,Basico+
9,3,2,96,4,1,2,0,Basico+
6,9,10,214,3,4,3,2,Basico
4,3,4,202,3,0,0,3,Basico
5,0,2,246,4,0,0,0,Basico
0,3,3,393,0,1,1,1,Basico
3,7,4,432,1,3,3,1,Basico
3,2,1,218,3,0,1,1,Basico
8,9,2,122,3,6,3,0,Basico
4,9,8,187,3,5,2,2,Basico
6,9,10,168,3,5,3,1,Intermedio
6,5,3,257,5,3,0,2,Basico
2,1,3,340,1,1,0,0,Basico
5,9,4,263,2,1,6,2,Basico
2,1,2,297,1,0,1,0,Basico
5,6,6,235,1,4,0,2,Basico
6,0,1,168,1,0,0,0,Basico
9,0,1,122,8,0,0,0,Intermedio
3,5,5,252,1,2,2,1,Basico
4,7,7,231,1,5,0,2,Basico
3,7,6,312,1,3,3,1,Basico
5,7,5,254,4,3,1,3,Basico
6,4,2,145,2,1,2,1,Basico
6,10,4,214,4,3,3,4,Basico
6,6,3,176,5,3,1,2,Basico
10,7,5,20,2,3,2,2,Basico+
0,9,5,320,0,5,3,1,Intermedio
3,1,2,258,2,0,0,1,Basico
5,7,8,261,2,2,3,2,Basico
7,5,5,170,3,2,2,1,Basico
4,10,10,303,3,3,5,2,Basico
7,4,2,266,3,2,1,1,Basico
5,7,4,219,3,1,6,0,Basico
5,6,6,265,4,4,1,1,Basico
5,5,2,163,4,1,1,3,Basico
5,8,5,219,5,5,3,0,Basico
5,0,3,270,3,0,0,0,Basico
0,8,1,451,0,7,0,1,Basico
2,6,2,410,1,4,2,0,Basico
3,10,4,332,2,3,4,3,Basico+
5,6,5,174,4,2,1,3,Intermedio
0,8,8,354,0,4,2,2,Basico
7,7,8,251,5,2,0,5,Basico
6,8,4,215,3,2,5,1,Basico
5,9,9,222,4,5,2,2,Basico
6,1,3,112,5,0,1,0,Basico+
3,6,4,212,1,3,0,3,Basico
4,1,3,283,1,1,0,0,Basico
10,6,3,75,5,3,1,2,Basico+
3,6,3,274,1,3,3,0,Basico
4,6,4,308,4,4,1,1,Basico
0,9,6,364,0,8,1,0,Basico
0,10,9,355,0,2,6,2,Basico
7,6,2,243,2,2,3,1,Basico
7,6,5,253,2,5,1,0,Basico
4,4,3,232,1,3,1,0,Basico
6,9,4,257,4,6,2,1,Basico
1,8,2,345,1,3,3,2,Basico
9,7,4,148,1,1,3,3,Basico
4,2,3,338,1,1,1,0,Basico
1,6,5,291,0,5,0,1,Basico
2,7,4,294,2,4,0,3,Basico
7,7,5,133,6,3,3,1,Basico+
3,9,7,211,1,5,2,2,Basico
6,1,0,167,2,1,0,0,Basico
5,1,1,137,1,0,1,0,Basico
1,9,9,423,0,6,0,3,Basico
4,7,6,330,1,3,3,1,Basico
6,8,5,161,6,1,5,2,Basico
7,5,3,115,3,2,1,2,Basico+
10,3,3,32,7,0,2,1,Intermedio
3,6,5,416,2,6,0,0,Basico
4,3,3,281,1,1,1,1,Basico
3,0,1,363,2,0,0,0,Basico
8,4,4,168,4,1,3,0,Basico+
1,7,9,314,0,4,2,1,Basico
5,7,6,222,3,3,2,2,Basico
6,6,6,217,5,5,1,0,Basico
2,1,0,415,1,0,1,0,Basico
9,7,4,88,4,3,0,4,Intermedio
1,6,4,457,0,2,3,1,Basico
6,5,5,171,5,2,2,1,Basico
3,10,8,191,1,4,4,2,Basico
10,6,5,79,1,2,3,1,Basico+
6,4,3,229,5,3,0,1,Basico
6,0,2,312,5,0,0,0,Basico
2,6,5,287,1,3,3,0,Basico
5,3,4,251,3,1,0,2,Basico
8,3,1,97,0,2,0,1,Basico+
7,3,3,206,3,0,3,0,Basico
3,6,5,276,1,2,3,1,Basico+
1,6,5,391,0,5,0,1,Basico
8,3,3,51,5,0,1,2,Basico
8,9,10,135,3,6,1,2,Basico
1,9,6,414,0,3,6,0,Intermedio
6,9,8,130,5,3,4,2,Basico
5,10,9,226,2,6,3,1,Basico
8,7,5,109,6,5,2,0,Basico+
2,2,1,285,1,2,0,0,Basico
7,7,6,114,2,5,2,0,Basico
10,8,8,48,4,5,2,1,Intermedio
8,0,1,215,2,0,0,0,Basico+
1,8,2,312,0,3,3,2,Basico
2,5,7,404,1,3,0,2,Basico
8,8,6,217,2,5,2,1,Basico
3,3,4,327,1,2,0,1,Basico
5,0,3,279,2,0,0,0,Basico
9,9,9,65,3,6,1,2,Basico+
1,3,2,393,0,2,1,0,Basico
4,0,2,216,1,0,0,0,Basico
7,0,0,143,4,0,0,0,Basico+
1,2,2,456,0,1,1,0,Basico
3,7,7,294,1,4,2,1,Basico
6,1,3,117,5,0,1,0,Basico+
6,4,1,189,6,3,0,1,Basico+
3,5,3,212,1,2,0,3,Basico
8,7,7,96,5,1,4,2,Basico+
5,5,2,225,4,3,2,0,Basico
5,6,8,207,4,2,2,2,Basico
8,2,3,216,7,2,0,0,Basico+
0,2,2,480,0,0,1,1,Basico
6,1,0,241,3,1,0,0,Basico
6,5,5,264,3,3,1,1,Basico
6,5,2,152,4,3,1,1,Basico+
2,1,2,404,2,0,1,0,Basico
6,4,3,223,2,0,1,3,Basico
5,4,6,227,3,1,1,2,Basico
5,6,2,280,3,5,1,0,Basico
6,5,6,154,2,3,2,0,Basico
7,0,0,122,3,0,0,0,Basico+
2,2,4,357,1,0,1,1,Basico
3,3,3,352,1,2,0,1,Basico
9,4,3,34,6,2,2,0,Intermedio
0,3,4,465,0,0,2,1,Basico
5,0,0,253,4,0,0,0,Basico
6,5,5,167,1,3,2,0,Intermedio
7,4,2,306,5,3,1,0,Basico
6,9,8,180,3,1,6,2,Basico
2,3,2,385,0,0,1,2,Basico
0,7,4,502,0,5,1,1,Basico
6,10,5,130,3,4,4,2,Basico+
6,6,3,249,3,3,3,0,Basico
3,3,1,328,2,1,1,1,Intermedio
5,6,1,272,4,3,2,1,Basico
0,4,5,553,0,1,2,1,Basico
5,9,8,244,3,6,1,2,Intermedio
6,2,2,162,4,1,0,1,Basico+
7,5,6,178,5,1,3,1,Basico+
7,6,1,124,6,2,3,1,Basico+
7,2,1,169,3,1,1,0,Basico+
2,4,4,393,2,1,2,1,Basico
7,7,8,137,2,3,1,3,Basico
6,6,4,125,2,3,2,1,Basico
1,5,5,335,0,3,2,0,Basico
4,9,8,320,3,9,0,0,Basico
6,8,10,200,4,3,4,1,Basico
6,9,7,277,2,1,4,4,Basico
3,4,3,272,2,1,3,0,Basico
7,2,3,152,3,1,1,0,Basico+
3,5,6,374,1,2,3,0,Basico+
10,0,2,47,7,0,0,0,Intermedio
5,10,8,272,2,4,5,1,Basico
5,7,5,216,1,2,4,1,Basico+
7,6,5,136,6,4,1,1,Basico+
6,5,4,198,3,1,3,1,Basico
7,2,1,96,4,0,2,0,Basico
7,7,1,184,6,4,2,1,Basico+
2,1,1,416,1,0,1,0,Basico
2,8,4,337,1,3,3,2,Basico
7,6,5,182,2,4,0,2,Basico
4,9,6,188,3,4,4,1,Basico
5,4,0,304,3,3,0,1,Basico
5,1,0,278,1,0,1,0,Basico
1,1,3,343,0,0,0,1,Basico
2,3,1,372,1,0,3,0,Basico
4,3,1,271,3,2,1,0,Basico
2,8,4,317,2,2,4,2,Basico
1,2,1,368,0,1,1,0,Basico
3,2,2,379,2,2,0,0,Basico
4,7,2,275,2,4,1,2,Basico
8,4,1,236,3,1,2,1,Basico+
1,2,0,322,0,0,2,0,Basico
6,6,5,237,4,2,2,2,Basico
6,1,1,222,3,1,0,0,Basico
10,3,3,85,1,1,1,1,Basico+
2,6,7,196,0,3,2,1,Basico
2,1,3,237,1,0,0,1,Basico
6,4,3,208,2,2,2,0,Basico
4,6,8,328,3,4,1,1,Basico
6,1,2,179,3,0,1,0,Basico
6,3,4,207,4,2,0,1,Basico
2,2,3,264,1,1,0,1,Basico
5,3,2,183,3,1,1,1,Basico
9,6,6,59,5,3,3,0,Basico+
1,9,7,462,0,3,5,1,Basico
3,3,5,306,2,1,0,2,Basico
5,7,3,166,1,4,1,2,Basico
8,1,1,160,3,0,1,0,Basico+
7,8,10,195,2,4,3,1,Basico
5,5,4,195,2,3,1,1,Basico
8,6,4,124,3,0,6,0,Basico+
5,8,4,186,1,5,2,1,Basico
2,1,0,352,0,1,0,0,Basico
1,8,3,406,0,3,5,0,Basico
6,2,1,149,3,1,0,1,Basico+
0,4,3,355,0,2,2,0,Basico
2,5,5,378,1,4,0,1,Basico
8,7,2,131,4,3,4,0,Basico+
8,8,3,74,2,2,4,2,Intermedio
5,5,4,230,4,0,1,4,Basico
0,1,3,405,0,1,0,0,Basico
5,3,2,163,4,0,2,1,Basico
2,1,3,401,1,0,1,0,Basico
7,8,5,160,5,3,3,2,Basico
10,6,4,20,4,2,3,1,Basico+
4,2,4,221,1,1,1,0,Basico
2,5,5,361,0,4,0,1,Basico
9,9,8,47,3,5,3,1,Basico+
8,1,2,237,3,1,0,0,Basico+
4,2,3,281,3,1,1,0,Basico
5,8,3,205,0,5,2,1,Basico
3,6,4,341,2,4,2,0,Basico
6,8,7,150,2,4,2,2,Basico
2,9,8,316,0,3,4,2,Basico
6,2,1,170,5,1,1,0,Basico+
4,1,1,243,2,0,1,0,Basico
5,5,2,286,3,2,2,1,Basico
2,5,2,223,0,1,3,1,Basico
5,9,10,264,2,4,2,3,Basico
2,8,4,276,0,5,1,2,Intermedio
2,2,1,323,1,1,0,1,Basico
5,6,7,223,4,2,3,1,Basico
9,5,3,180,4,2,3,0,Basico+
2,5,6,338,1,2,3,0,Basico
10,1,3,37,5,1,0,0,Intermedio
4,2,2,276,2,1,1,0,Basico
5,7,4,302,2,2,3,2,Basico
10,5,6,65,7,2,2,1,Intermedio
2,3,2,243,0,0,0,3,Basico
10,6,5,81,10,5,1,0,Intermedio
7,4,3,309,3,2,1,1,Basico
3,6,4,314,1,3,2,1,Basico
1,3,2,235,0,2,0,1,Basico
0,1,0,394,0,0,1,0,Basico
10,4,4,54,9,4,0,0,Intermedio
3,2,3,250,2,1,0,1,Basico+
10,4,5,20,3,1,1,2,Basico+
2,3,4,345,1,2,0,1,Basico
8,6,4,184,3,3,2,1,Basico
3,4,3,258,1,1,1,2,Basico+
5,1,3,211,3,0,1,0,Basico
6,8,3,186,5,5,1,2,Basico
7,6,2,258,3,2,3,1,Basico
6,6,7,222,4,3,0,3,Basico
7,4,3,176,2,2,1,1,Basico
1,8,6,293,1,5,2,1,Basico
5,2,3,289,2,2,0,0,Basico
8,3,3,125,4,2,1,0,Basico+
0,8,4,452,0,2,5,1,Basico
3,5,5,202,2,1,3,1,Basico
10,6,8,20,3,2,2,2,Intermedio
10,10,8,20,7,4,4,2,Basico+
1,8,4,380,0,4,4,0,Basico
2,5,7,305,0,4,1,0,Basico
5,8,6,215,2,4,2,2,Basico
6,1,1,328,5,0,0,1,Basico
7,6,4,168,4,5,1,0,Basico
2,1,1,292,1,0,0,1,Basico
5,4,4,195,2,2,1,1,Basico
10,8,5,55,4,1,4,3,Basico+
4,3,1,274,3,1,0,2,Basico
0,10,7,370,0,5,5,0,Basico
2,4,1,288,0,3,1,0,Basico
6,9,7,246,5,4,2,3,Basico
5,7,5,200,4,5,1,1,Basico
0,7,3,386,0,3,2,2,Basico
8,4,4,66,4,2,2,0,Basico+
5,9,6,282,4,4,3,2,Basico
3,1,0,288,0,1,0,0,Basico
3,5,5,283,2,2,2,1,Basico
5,5,1,296,2,1,2,2,Basico
6,4,2,318,2,2,2,0,Basico
8,5,4,120,7,1,3,1,Basico+
7,3,1,141,3,1,0,2,Basico+
6,9,9,157,5,2,3,4,Basico
7,3,3,121,2,2,1,0,Basico+
2,2,2,267,1,0,1,1,Basico
1,5,6,312,0,2,3,0,Basico
8,0,0,117,6,0,0,0,Basico+
7,3,5,171,7,1,2,0,Basico+
6,1,2,335,5,0,1,0,Basico
6,8,7,280,2,3,4,1,Basico
5,9,8,201,4,2,4,3,Basico
4,3,5,205,3,0,1,2,Basico
6,9,8,225,5,3,4,2,Basico
5,7,8,264,1,0,7,0,Basico
5,1,2,216,2,0,0,1,Basico
6,7,7,157,6,3,2,2,Basico
6,8,8,231,3,2,5,1,Basico
4,7,6,256,2,2,3,2,Basico
1,4,3,370,0,3,0,1,Basico
5,1,1,205,4,0,0,1,Basico
3,4,2,225,0,2,2,0,Basico
7,6,8,265,1,2,3,1,Basico
3,6,1,366,1,1,3,2,Basico
4,3,0,196,1,0,3,0,Basico
2,8,3,342,1,5,1,2,Basico
5,7,7,179,3,3,4,0,Basico
2,3,5,229,1,1,0,2,Basico
3,6,4,319,1,3,2,1,Basico
3,9,10,305,0,8,1,0,Basico
4,1,2,201,2,0,1,0,Basico
2,5,3,218,1,4,0,1,Basico
3,7,6,188,2,5,1,1,Basico
3,2,3,388,2,1,0,1,Basico
8,9,3,84,3,4,3,2,Basico+
4,6,8,200,3,2,2,2,Basico
9,1,3,109,7,0,0,1,Intermedio
4,8,6,388,0,3,3,2,Basico
4,5,1,207,4,3,2,0,Basico
4,5,7,305,2,1,2,2,Basico+
5,1,3,205,2,0,0,1,Basico
7,2,1,154,4,2,0,0,Basico+
0,5,5,434,0,2,3,0,Basico
7,5,6,157,4,3,1,1,Basico+
6,4,3,146,5,2,2,0,Basico+
0,7,4,381,0,1,4,2,Basico
6,3,3,290,0,2,0,1,Basico
8,8,4,184,6,3,3,2,Basico+
4,3,0,231,2,3,0,0,Intermedio
6,3,2,224,2,1,1,1,Basico
5,3,3,226,1,2,0,1,Basico
6,3,2,242,4,1,2,0,Basico
1,7,8,387,1,3,2,2,Basico
7,5,3,200,5,1,4,0,Basico+
10,7,6,81,7,2,5,0,Basico+
6,3,2,158,1,1,0,2,Basico
7,9,8,265,6,3,5,1,Basico
6,5,5,144,4,2,1,2,Intermedio
5,4,3,145,1,2,1,1,Basico
4,5,4,178,0,5,0,0,Basico
5,7,6,149,4,2,4,1,Basico
7,5,4,137,6,2,0,3,Basico+
4,0,1,269,2,0,0,0,Intermedio
1,5,5,265,0,3,1,1,Basico
7,2,1,199,6,1,1,0,Basico
7,0,3,190,5,0,0,0,Basico+
1,2,1,326,0,1,1,0,Basico
8,5,2,108,3,4,0,1,Basico+
1,3,3,464,0,1,2,0,Basico
4,1,3,246,1,0,0,1,Basico+
8,2,4,210,7,1,1,0,Basico+
3,8,7,308,1,6,1,1,Basico
4,0,1,169,4,0,0,0,Basico
6,8,6,228,0,1,2,5,Basico
2,8,6,365,0,4,2,2,Basico
8,1,2,67,2,1,0,0,Basico+
5,3,2,198,3,0,2,1,Basico
9,0,1,32,7,0,0,0,Intermedio
7,9,7,92,6,6,2,1,Basico+
3,0,2,260,2,0,0,0,Basico
8,6,5,85,4,2,1,3,Basico+
5,7,1,193,3,4,3,0,Basico
6,6,3,230,4,1,5,0,Basico
3,4,3,269,1,1,2,1,Basico
7,7,3,240,5,3,2,2,Basico
6,8,7,212,5,3,2,3,Basico
3,9,8,272,1,1,6,2,Basico
4,1,3,174,2,0,0,1,Basico
1,0,3,364,0,0,0,0,Basico
4,1,2,319,3,0,0,1,Basico
7,4,4,107,4,2,2,0,Basico+
2,6,3,291,1,2,4,0,Basico
4,1,2,206,2,0,1,0,Basico
6,1,3,221,4,1,0,0,Basico
7,3,2,116,7,0,2,1,Basico+
9,10,8,118,1,4,3,3,Basico
10,10,8,184,7,5,2,3,Basico+
6,1,3,125,4,0,1,0,Basico+
10,8,7,20,9,4,2,2,Intermedio
8,3,2,48,5,2,1,0,Basico+
1,7,4,511,0,3,2,2,Basico
6,2,3,158,3,0,1,1,Basico
8,3,5,114,4,2,1,0,Basico+
2,5,6,311,1,1,3,1,Basico
7,4,5,190,4,1,1,2,Basico
5,2,3,140,1,1,1,0,Basico
8,0,3,153,5,0,0,0,Basico+
2,5,4,274,2,2,2,1,Basico
7,3,1,156,4,1,1,1,Basico+
7,6,5,129,4,1,2,3,Basico+
1,3,2,395,0,1,2,0,Basico
4,9,10,227,2,4,3,2,Basico
4,8,8,327,1,2,4,2,Intermedio
2,6,3,378,1,1,4,1,Basico
7,2,3,135,3,1,1,0,Basico+
4,3,0,296,3,2,1,0,Basico
6,1,1,264,2,0,1,0,Basico
4,7,4,252,2,2,4,1,Basico+
6,7,8,144,5,1,2,4,Basico
0,3,4,307,0,0,1,2,Basico
8,6,4,140,3,3,3,0,Basico+
6,6,4,296,2,0,4,2,Basico
6,1,3,157,3,1,0,0,Basico+
5,1,2,318,4,0,1,0,Basico
7,9,3,215,3,5,2,2,Basico
9,8,8,128,8,2,4,2,Basico+
7,4,3,120,4,1,1,2,Basico+
8,10,6,153,5,4,4,2,Intermedio
5,9,4,177,0,4,2,3,Basico
5,1,2,291,3,1,0,0,Basico
1,3,3,551,0,2,1,0,Basico
4,8,6,302,1,4,3,1,Basico
3,7,4,317,1,2,4,1,Basico
3,6,7,402,1,1,3,2,Basico
4,10,7,355,3,3,6,1,Basico
5,2,0,196,3,2,0,0,Basico
5,1,1,347,4,0,1,0,Basico
5,7,4,162,1,3,2,2,Basico
3,6,5,283,2,1,3,2,Basico
6,0,2,218,5,0,0,0,Basico+
10,4,2,79,7,2,2,0,Intermedio
10,6,7,37,5,4,2,0,Basico+
3,8,5,346,1,3,3,2,Intermedio
8,8,8,124,5,5,2,1,Basico+
6,5,4,167,0,3,1,1,Basico+
4,5,6,237,3,1,1,3,Basico
0,0,0,320,0,0,0,0,Basico
8,8,2,77,2,3,2,3,Basico+
0,7,4,364,0,4,2,1,Basico
5,8,4,185,5,6,2,0,Basico
7,5,1,161,2,3,1,1,Basico
8,6,7,178,5,1,3,2,Basico+
9,6,5,94,5,3,2,1,Basico+
10,8,4,26,9,4,4,0,Intermedio
5,9,9,200,5,3,2,4,Basico
7,9,5,203,7,2,5,2,Basico
5,5,7,260,2,3,1,1,Basico
4,5,3,309,2,3,1,1,Intermedio
6,1,0,131,5,1,0,0,Basico+
6,2,0,242,5,0,2,0,Basico
8,8,8,100,7,4,2,2,Basico+
9,3,4,149,3,2,0,1,Basico+
5,1,3,179,2,0,0,1,Basico
7,2,1,128,4,2,0,0,Basico+
5,0,0,187,2,0,0,0,Basico
2,3,3,433,1,0,2,1,Basico
8,6,2,155,3,1,3,2,Basico+
5,5,3,316,2,1,2,2,Basico
3,7,6,259,3,2,2,3,Basico
8,4,4,174,8,1,1,2,Basico+
8,0,3,152,5,0,0,0,Basico+
1,9,4,260,1,4,2,3,Basico
6,4,4,133,1,3,1,0,Basico+
6,10,5,203,1,3,5,2,Basico
6,5,3,185,1,2,2,1,Basico
5,3,1,238,2,3,0,0,Basico
5,6,3,179,4,3,1,2,Basico
10,4,3,59,8,2,2,0,Intermedio
3,7,5,234,1,5,1,1,Basico
0,6,6,365,0,3,3,0,Basico
3,5,4,343,2,4,0,1,Basico
6,8,6,215,4,3,0,5,Basico
7,5,7,118,1,1,2,2,Basico
7,4,3,190,5,2,1,1,Basico+
7,3,1,120,4,0,1,2,Intermedio
2,1,3,332,1,1,0,0,Basico
0,8,10,398,0,4,2,2,Intermedio
7,3,0,157,5,1,2,0,Basico+
3,4,2,335,1,3,1,0,Basico
8,0,1,152,8,0,0,0,Basico+
6,7,3,144,2,3,4,0,Intermedio
4,6,4,255,3,3,2,1,Basico
1,9,7,439,0,9,0,0,Basico
1,9,6,429,0,7,1,1,Basico
5,7,6,226,3,5,2,0,Basico
3,8,7,250,1,3,2,3,Basico+
2,8,7,337,1,4,3,1,Basico
0,10,8,452,0,5,2,3,Basico
2,2,1,356,1,0,2,0,Basico
2,0,3,283,1,0,0,0,Basico
6,3,2,176,5,0,2,1,Intermedio
1,5,6,336,0,2,3,0,Basico
3,7,7,247,0,2,1,4,Basico+
8,0,3,63,7,0,0,0,Intermedio
6,5,5,200,5,3,0,2,Basico
2,7,8,377,1,4,3,0,Intermedio
6,7,5,264,5,4,2,1,Basico
5,0,1,178,4,0,0,0,Basico
7,1,0,128,5,1,0,0,Basico+
10,6,8,75,3,4,0,2,Basico+
8,8,5,94,4,4,3,1,Basico+
3,8,3,385,2,3,1,4,Basico
4,4,6,307,2,0,3,1,Basico
5,6,4,149,4,3,1,2,Basico
2,6,6,218,2,0,3,3,Basico
10,7,3,34,0,2,4,1,Basico+
5,9,4,378,1,2,4,3,Basico
5,9,2,306,2,1,3,5,Basico
4,9,5,272,3,3,2,4,Basico
2,5,1,310,1,2,2,1,Basico
8,9,8,132,5,6,2,1,Basico+
2,3,1,477,2,1,2,0,Intermedio
2,6,8,311,0,2,3,1,Basico
9,3,2,44,1,1,1,1,Basico+
8,2,3,144,3,1,1,0,Basico+
3,10,7,294,2,3,4,3,Basico
2,5,5,378,0,0,3,2,Basico
5,5,6,273,4,5,0,0,Basico
4,2,3,242,3,1,1,0,Basico
6,4,4,173,3,2,1,1,Basico
2,3,3,371,1,3,0,0,Basico
5,6,3,202,2,5,0,1,Basico
2,10,5,271,1,4,4,2,Basico
10,10,10,26,5,5,3,2,Basico+
8,9,9,144,3,7,1,1,Basico
2,2,1,389,1,0,2,0,Basico
5,0,2,235,4,0,0,0,Basico
4,8,7,263,1,4,3,1,Basico
7,9,2,122,2,6,3,0,Basico
4,7,9,256,2,4,2,1,Basico+
7,4,4,108,4,3,0,1,Basico+
6,9,6,150,2,2,6,1,Basico
9,1,0,36,6,0,1,0,Intermedio
4,4,5,203,3,2,1,1,Basico
7,9,9,128,4,5,3,1,Basico
5,2,0,170,3,2,0,0,Basico
5,7,2,336,2,3,1,3,Basico
4,2,1,291,1,1,0,1,Basico
5,2,1,216,3,0,2,0,Basico
8,2,1,132,5,1,0,1,Intermedio
2,3,0,285,0,2,0,1,Basico
3,9,7,316,3,5,3,1,Basico
2,8,8,324,1,4,2,2,Basico
3,3,3,239,2,3,0,0,Basico
8,7,8,102,6,3,2,2,Basico+
9,6,4,114,4,3,2,1,Basico+
